,hole_id,center_r,center_ph,eccentricity,r_err,ph_err,ecc_err
0,13,775.5865112712411,0.7647605090104788,-0.011744285181953683,0.23958758990165932,0.002813784981862053,0.00399683231703799
1,12,866.1959439148488,0.23058970062685874,-0.0075237903626339045,0.3952693523997233,0.0029739237442295823,0.004224451436773328
2,11,976.1063115304642,0.4385852121759874,0.0009037495591353836,0.5477126934023043,0.000494995105195186,0.000702524732202995
3,23,804.0182605466903,1.346917706575005,0.012458918375509697,0.25475562461230306,0.0031739795327466735,0.004509391797605387
4,22,874.9153490324904,1.537743695339178,0.006813962500144011,0.35385426418654065,0.00241114968668314,0.0034224734032277516
5,21,900.4000666679427,1.2097167850753991,0.005499456121816787,0.4053292292235608,0.0022290903110047913,0.0031645590284748865
6,33,789.3739827139004,1.9287625336894536,0.012470314572937706,0.26754086304224256,0.003336318723252008,0.0047396525569184415
7,32,848.4609873099438,2.497229702026252,0.008227465926127955,0.3552732616820079,0.002922998654953061,0.004150519663609854
8,31,954.0533913188447,2.2523013076256158,0.002012393668158788,0.5746697208664652,0.001156461707554253,0.0016419643449690222
9,43,821.1545916327065,3.443733485793328,-0.010266040554445187,0.30441758256135637,0.0031251632480610507,0.004439056420140814
10,42,854.9356672909432,3.145252138264362,-0.007133095880865175,0.4019363862349892,0.0028670507810226353,0.004072470301998824
11,41,899.9788990506981,3.0158196219901283,0.005353966091017198,0.39039848007904604,0.0020901802243278654,0.0029670955718779754
12,53,788.9537439094915,4.034010830493978,-0.012922094891619145,0.23327273200705262,0.0030143723786223765,0.004283385004759669
13,52,873.0459450353175,3.835455350549821,0.008553277106626563,0.3364078993249549,0.00287738998378447,0.004084895291422729
14,51,872.999454712825,4.244567651529299,-0.00770614836633977,0.39616702750162547,0.0030529218917793336,0.004334986503923087
15,63,804.1515150991614,4.628610149988193,0.009514168017209619,0.3462461924022606,0.0032942444498341964,0.0046791886005038
16,62,858.603243671767,5.169934464569828,-0.008513913267013274,0.34577168035136313,0.0029438700967009436,0.004180166144796999
17,61,953.0387341820094,4.937537520600962,-0.0020811091778025433,0.520901773086002,0.0010840534607028966,0.0015386310608317898
18,73,775.5346839852717,5.527760200944858,0.01162578968411959,0.25669313172651487,0.0029842603628104673,0.004239983333575683
19,72,826.669740414156,6.12524793349222,-0.010611686755902546,0.3313646358761604,0.003516337717901521,0.00499844119954392
20,71,925.5599215170665,5.82826744145095,0.003154638059030324,0.4463160847941723,0.0014079657074491012,0.001997844725288572
